id;unit_id;fr;de;note;has_audio_fr;has_audio_de
421;11;La voiture a {failli|#788} {renverser|#790} un {piéton|#686}.;Das Auto hätte {beinahe|#789} einen {Fußgänger|#687} {überfahren|#791}.;;true;false
422;11;Un homme {rôdait près des|#786} voitures.;Ein Mann {schlich um|#787} die Autos {herum|#787}.;;true;false
423;11;Nous avons marché au {bord du Rhin|#784}.;Wir sind am {Rheinufer|#785} entlanggelaufen.;;true;false
424;11;Le {cycliste|#436} a {doublé|#762} la voiture.;Der {Radfahrer|#437} hat das Auto {überholt|#763}.;;true;false
425;11;J'y suis allé hier sans problème.;Ich bin gestern ohne Probleme dorthin gegangen.;;true;false
426;11;Il y a une {bosse|#778} au milieu de la route.;In der Straßenmitte ist eine {Bodenwelle|#779}.;;true;false
427;11;Ses {boucles|#776} {brillent|#162} au soleil.;Ihre {Locken|#777} {glänzen|#725} in der Sonne.;;true;false
428;11;Il est interdit de {doubler|#762} ici.;Hier ist {Überholen|#763} verboten.;;true;false
429;11;Un {scarabée|#760} {traverse|#773} la {route|#775}.;Ein {Käfer|#761} {überquert|#774} die {Straße|#487}.;;true;false
430;11;Il a acheté une vieille {Coccinelle|#238}.;Er hat einen alten {VW-Käfer|#759} gekauft.;;true;false
431;11;On peut {passer par|#755} le {périphérique|#514} pour {éviter|#757} le centre.;Man kann {über|#758} den {Stadtring|#513} {fahren|#758}, um das Zentrum zu {vermeiden|#756}.;;false;false
432;11;Il a {klaxonné|#753} pour prévenir le cycliste.;Er hat {gehupt|#754}, um den Radfahrer zu warnen.;;true;false
433;11;Les {GPS|#749} indiquent un autre {itinéraire|#752}.;Die {GPS-Geräte|#750} zeigen eine andere {Route|#751} an.;;true;false
434;11;Le {frein|#386} ne répond plus !;Die {Bremse|#387} reagiert nicht mehr!;;true;false
435;11;J'ai {garé|#374} la voiture derrière l'{immeuble|#747}.;Ich habe das Auto hinter dem {Gebäude|#748} {geparkt|#375}.;;true;false
436;11;Les {flics|#745} sont arrivés en deux minutes.;Die {Bullen|#746} war in zwei Minuten da.;;true;false
437;11;Le {métro|#492} est {bondé|#449} ce matin.;Die {U-Bahn|#493} ist heute Morgen {überfüllt|#450}.;;true;false
438;11;La {pollution sonore|#732} augmente en ville.;Die {Lärmverschmutzung|#733} nimmt in der Stadt zu.;;true;false
439;11;Ils ont eu une {discussion|#734} {vive|#735} dans la rue.;Sie hatten eine {heftige|#736} {Diskussion|#737} auf der Straße.;;true;false
440;11;Les {nombres|#738} {pairs|#741} sont plus simples à diviser.;{Gerade|#739} {Zahlen|#740} sind leichter zu teilen.;;true;false
441;11;Les {nombres|#738} {impairs|#742} sont parfois plus complexes.;{Ungerade|#744} {Zahlen|#740} sind manchmal komplizierter.;;true;false
442;11;Le {trafic|#694} est très {fluide|#715} ce matin.;Der {Verkehr|#691} ist heute Morgen sehr {flüssig|#716}.;;true;false
443;11;{Ça y fait|#726} quand il y a moins de voitures.;{Das macht etwas aus|#727}, wenn weniger Autos unterwegs sind.;;true;false
444;11;Ce {tronçon|#712} d'autoroute est {payant|#713}.;Dieser {Autobahnabschnitt|#711} ist {mautpflichtig|#714}.;;true;false
445;11;La {circulation|#710} est fluide ce soir.;Der {Verkehr|#691} ist heute Abend flüssig.;;true;false
446;11;Un {bouchon|#706} bloque l'{autoroute|#708}.;Ein {Stau|#515} blockiert die {Autobahn|#709}.;;true;false
447;11;J'ai remis le {bouchon|#706} sur la bouteille.;Ich habe den {Flaschenverschluss|#707} wieder aufgesetzt.;;true;false
448;11;J'aime aller à Paris en {train|#704}.;Ich fahre gern mit dem {Zug|#705} nach Paris hinein.;;true;true
449;11;Ma voiture a une {vignette|#702} Crit'Air 2.;Mein Auto hat eine Crit'Air-{Plakette|#703} 2.;;true;false
450;11;Le {trottoir|#696} est {encombré|#700} de {scooters|#697}.;Der {Gehweg|#699} ist mit {Rollern|#698} {blockiert|#701}.;;true;false
451;11;On {respire|#693} mieux depuis la {réduction|#695} du {trafic|#694}.;Man {atmet|#692} besser, seit der {Reduzierung|#690} des {Verkehrs|#691}.;;true;false
452;11;Le {piéton|#686} traverse au {passage protégé|#689}.;Der {Fußgänger|#687} überquert am {Zebrastreifen|#688}.;;true;false
453;11;La nouvelle {loi|#682} est {en vigueur|#684} dès lundi.;Das neue {Gesetz|#683} tritt ab Montag {in Kraft|#685}.;;true;false
454;11;Un {barrage|#678} bloque l'{accès|#674} au centre-ville.;Eine {Sperre|#681} blockiert den {Zugang|#675} zur Innenstadt.;;true;true
455;11;L'{accès|#674} est réservé aux {riverains|#677}.;Der {Zugang|#675} ist nur für {Anwohner|#676} erlaubt.;;true;true
456;11;Il faut {être muni d|#673}'un {justificatif de domicile|#612}.;Man muss einen {Wohnsitznachweis|#613} {bei sich haben|#672}.;;true;true
457;11;On doit présenter un {justificatif de domicile|#612}.;Man muss einen {Wohnsitznachweis|#613} vorlegen.;;true;true
458;11;Il {s'agace|#668} quand on lui {coupe la parole|#671}.;Er wird {genervt|#669}, wenn man ihn {unterbricht|#670}.;;true;true
459;11;Il ne faut pas {crier après|#599} les enfants.;Man sollte Kinder nicht {anschreien|#600}.;;true;true
460;11;Il est toujours {jovial|#634} avec ses collègues.;Er ist immer {fröhlich|#635} mit seinen Kollegen.;;true;true
461;11;Cette {voie|#632} est réservée aux bus.;Diese {Fahrspur|#633} ist für Busse reserviert.;;true;true
462;11;Au sol, le {traçage|#628} des voies {interpelle|#630} les passants.;Die {Markierung|#629} der Fahrbahnen am Boden {fällt|#631} Passanten {auf|#631}.;;true;true
463;11;Il lit {tandis que|#627} j'écris.;Er liest, {während|#626} ich schreibe.;;true;true
464;11;Le {maire|#622} a présenté un nouveau {projet urbain|#625}.;Der {Bürgermeister|#623} hat ein neues {Stadtprojekt|#624} vorgestellt.;;true;true
465;11;Il n'y a aucun {indice|#462} sur l'{origine|#618} du {bruit|#619}.;Es gibt keinen {Hinweis|#463} auf die {Herkunft|#621} des {Geräuschs|#620}.;;true;true
466;11;Il est tombé dans l'{escalier|#610} en courant.;Er ist die {Treppe|#611} hinuntergefallen.;;true;true
467;11;On doit passer par Paris pour aller à Rouen.;Wir müssen durch Paris fahren, um nach Rouen zu kommen.;;true;true
468;11;Les enfants {jouent|#609} dans la {rue|#488}.;Die Kinder {spielen|#608} auf der {Straße|#487}.;;true;true
469;11;Il {est assis sur|#606} l'{herbe|#604}.;Er {sitzt auf|#607} dem {Gras|#605}.;;true;true
470;11;Cette technologie {supplante|#602} l'ancienne.;Diese Technologie {verdrängt|#603} die alte.;;true;true
471;11;On veut {embellir|#596} le {centre-ville|#460}.;Man möchte die {Innenstadt|#598} {verschönern|#597}.;;true;true
472;11;La ville veut {végétaliser|#594} les toits.;Die Stadt möchte die Dächer {begrünen|#595}.;;true;true
473;11;Le centre a été {piétonnisé|#592} cet été.;Das Zentrum wurde diesen Sommer {zur Fußgängerzone umgewandelt|#593}.;;true;true
474;11;Derrière la maison, le {terrain|#590} est {en pente|#589} .;Hinter dem Haus ist das {Gelände|#591} {abschüssig|#588}.;;true;true
475;11;Ils ont enlevé les {barrières|#585} après les {travaux|#98}.;Sie haben die {Absperrungen|#587} nach den {Arbeiten|#101} entfernt.;;true;true
476;11;Les habitants {se sont insurgés contre|#78} le projet.;Die Bewohner haben {sich|#79} über das Projekt {empört|#79}.;;true;true
477;11;L’{effacement|#74} des {graffitis|#76} a coûté cher.;Die {Entfernung|#75} der {Graffitis|#77} war teuer.;;true;true
478;11;Il {avance|#582} d’un pas {mal assuré|#580}.;Er {geht|#583} mit einem {unsicheren|#581} Schritt.;;true;true
479;11;Il se sent {mal assuré|#580} dans cette situation.;Er fühlt sich in dieser Situation {unsicher|#581}.;;true;true
480;12;{Autrefois|#578}, la ville était beaucoup plus calme.;{Früher|#579} war die Stadt viel ruhiger.;;true;true
481;12;Il habite {autre part|#576} maintenant.;Er wohnt jetzt {woanders|#577}.;;true;true
482;12;La situation s’{est détériorée|#574}.;Die Situation {hat sich verschlechtert|#575}.;;true;true
483;12;Cette {décision|#572} a {détérioré|#574} l’{ambiance|#367}.;Diese {Entscheidung|#573} {hat|#575} die {Stimmung|#368} {verschlechtert|#575}.;;true;true
484;12;Ils ont {annulé|#568} la {réunion|#570}.;Sie haben das {Treffen|#571} {abgesagt|#569}.;;true;true
485;12;Il {fouille|#564} dans son sac pour chercher ses {clés|#567}.;Er {kramt|#565} in seiner Tasche nach seinen {Schlüsseln|#566}.;;true;true
486;12;Il y a trop de {bazar|#562} sur la table.;Auf dem Tisch liegt zu viel {Kram|#563}.;;true;true
487;12;Après le travail, j’aime {me détendre|#524}.;Nach der Arbeit {entspanne|#525} ich {mich|#525} gern.;;true;true
488;12;La ville veut {supprimer|#522} des places de parking.;Die Stadt will Parkplätze {abschaffen|#519}.;;true;true
489;12;La {France|#516} a {aboli|#518} la {peine de mort|#521}.;{Frankreich|#517} hat die {Todesstrafe|#520} {abgeschafft|#519}.;;true;true
490;12;Il y a souvent des {embouteillages|#512} sur le {périphérique|#514}.;Auf dem {Stadtring|#513} gibt es oft {Staus|#515}.;;true;true
491;12;Il habite {en périphérie de la ville|#510}.;Er wohnt {am Stadtrand|#511}.;;true;true
492;12;La pollution {diminue|#504} lentement.;Die Verschmutzung {nimmt ab|#505}.;;true;true
493;12;Finalement, ça a {porté ses fruits|#502}.;Am Ende {hat|#503} es {etwas gebracht|#503}.;;true;true
494;12;Une nouvelle {mesure|#433} a été annoncée.;Eine neue {Maßnahme|#434} wurde angekündigt.;;true;true
495;12;Un {radar|#431} contrôle la vitesse ici.;Hier überwacht ein {Blitzer|#432} die Geschwindigkeit.;;true;true
496;12;Il faut faire attention aux {véhicules|#427} {en face|#428}.;Man muss auf die {entgegenkommenden|#429} {Fahrzeuge|#430} achten.;;true;true
497;12;Cette action lui a {valu une bonne réputation|#500}.;Diese Aktion hat ihm {einen guten Ruf eingebracht|#501}.;;true;true
498;12;Le quartier {bâti|#496} est plus {dense|#498}.;Das {bebaute|#497} Viertel ist {dichter|#499}.;;true;true
499;12;La région a été {battue par les vents|#494}.;Die Region wurde {von Winden heimgesucht|#495}.;;true;true
500;12;Je prends souvent le {métro|#492} pour aller au travail.;Ich nehme oft die {U-Bahn|#493}.;;true;true
501;12;C’est une {rue piétonne|#490}, sans voitures.;Das ist eine {Fußgängerzone|#491}, ohne Autos.;;true;true
502;12;C’est une {rue|#488} {large|#486} et lumineuse.;Das ist eine {breite|#489} {Straße|#487}.;;true;true
503;12;Les {feux|#484} sont passés au rouge.;Die {Ampeln|#485} sind auf Rot gesprungen.;;true;true
504;12;Ce sont des conditions {spéciales|#482}.;Das sind {besondere|#483} Bedingungen.;;true;true
505;12;Il se déplace en {trottinette|#438}.;Er fährt mit einem {E-Scooter|#439}.;;true;true
506;12;Le {cycliste|#436} {se faufile entre|#426} les {voitures|#376}.;Der {Radfahrer|#437} {schlängelt sich zwischen|#435} den {Autos|#377} {durch|#435}.;;true;true
507;12;La ville veut {récompenser|#420} les habitants.;Die Stadt will die Bewohner {entlohnen|#421}.;;true;true
508;12;L’air est enfin {respirable|#419}.;Die Luft ist endlich {atembar|#418}.;;true;true
509;12;Les {gaz d'échappement|#416} polluent l’air.;{Abgase|#417} verschmutzen die Luft.;;true;true
510;12;Il restaure un vieux {Solex|#414}.;Er restauriert einen alten {Solex|#415}.;;true;true
511;12;Le prix a augmenté de dix {pour cent|#412}.;Der Preis ist um zehn {Prozent|#413} gestiegen.;;true;true
512;12;Il {possède|#410} un appartement.;Er {besitzt|#411} eine Wohnung.;;true;true
513;12;Le bâtiment {est en bon état|#408}.;Das Gebäude {ist in gutem Zustand|#409}.;;true;true
514;12;J’ai {garé|#374} la {voiture|#376} plus loin.;Ich habe das {Auto|#377} weiter weg {geparkt|#375}.;;true;true
515;12;La route {est en|#372} forte {pente|#372}.;Die Straße {hat|#373} eine starke {Steigung|#373}.;;true;true
516;12;La maison a {brûlé|#370}.;Das Haus ist {abgebrannt|#371}.;;true;true
517;12;L’{ambiance|#367} est {chaleureuse|#365}, pas agressive.;Die {Stimmung|#368} ist {herzlich|#366}, nicht aggressiv.;;true;true
518;12;C’était un débat très {houleux|#363}.;Das war eine sehr {hitzige|#364} Debatte.;;true;true
519;12;C’est un {concept|#361} intéressant.;Das ist ein interessantes {Konzept|#362}.;;true;true
520;12;Il y a une {fontaine|#359} sur la place.;Auf dem Platz steht ein {Brunnen|#360}.;;true;true
521;12;On suit la {trace|#357} laissée au sol.;Man folgt der am Boden hinterlassenen {Spur|#358}.;;true;true
522;12;La ville veut {élargir|#302} la route.;Die Stadt will die Straße {verbreitern|#301}.;;true;true
523;12;Il {regrette|#352} cette décision.;Er {bereut|#354} diese Entscheidung.;;true;true
524;12;Elle {regrette|#352} son amie.;Sie {trauert|#353} ihrer Freundin {nach|#353}.;;true;true
525;12;C’est plus {commode|#350} de venir en métro.;Es ist {bequemer|#351} mit der U-Bahn zu kommen.;;true;true
526;12;J’{attends|#348} une {réponse|#425}.;Ich {erwarte|#349} eine {Antwort|#424}.;;true;true
527;12;Il a réussi à {se garer|#309}.;Er hat es geschafft, {einzuparken|#310}.;;true;true
528;12;Le {mur|#280} {s’est effondré|#281}.;Die {Mauer|#279} {ist eingestürzt|#282}.;;true;true
529;13;La {dinde|#154} {marchait|#155} lentement dans le jardin.;Die {Pute|#156} {lief|#157} langsam durch den Garten.;;true;true
530;13;Elle a {rayonné|#158} quand elle a reçu la {bourse|#159}.;Sie hat {gestrahlt|#138}, als sie das {Stipendium|#160} [bekommen hat|bekam].;;true;true
531;13;Son {visage|#161} a {brillé|#162} de joie.;Ihr {Gesicht|#164} hat vor Freude {geleuchtet|#163}.;;true;true
532;13;La {mise en scène|#165} du film est très originale.;Die {Inszenierung|#166} des Films ist sehr originell.;;true;true
533;13;Le {corbeau|#167} est plus grand que la {corneille|#168}.;Der {Rabe|#169} ist größer als die {Krähe|#170}.;;true;true
534;13;Un {papillon|#171} {s’est posé|#172} sur ma main.;Ein {Schmetterling|#173} {hat sich|#174} auf meine Hand {gesetzt|#174}.;;true;true
535;13;Je fais un {atelier|#175} de peinture.;Ich mache einen Mal-{Workshop|#176}.;;true;true
536;13;Elle fait un {stage|#177} dans une {entreprise|#178}.;Sie macht ein {Praktikum|#179} in einem {Unternehmen|#180}.;;true;true
537;13;L’{écureuil|#181} a {grimpé|#182} dans l’arbre.;Das {Eichhörnchen|#183} {ist|#184} auf den Baum {geklettert|#184}.;;true;true
538;13;L'{escargot|#191} est très lent.;Die {Schnecke|#192} ist sehr langsam.;;true;true
539;13;La {limace|#193} n’a pas de {coquille|#201}.;Die {Nacktschnecke|#195} hat kein {Haus|#194}.;;true;true
540;13;La {disparition|#196} du chat est {étrange|#197}.;Das {Verschwinden|#198} der Katze ist {seltsam|#199}.;;true;true
541;13;Le {perroquet|#217} {répète|#218} souvent les mêmes {mots|#219}.;Der {Papagei|#220} {wiederholt|#221} oft dieselben {Wörter|#222}.;;true;true
542;13;J’{ai trouvé|#223} un {ver de terre|#224} dans le jardin.;Ich {habe|#225} einen {Regenwurm|#226} im Garten {gefunden|#225}.;;true;true
543;13;On {entend|#227} le {pic vert|#250} dans les arbres.;Man {hört|#251} den {Grünspecht|#252} in den Bäumen.;;true;true
544;13;Un {rouge-gorge|#246} {chante|#247} près de la fenêtre.;Ein {Rotkehlchen|#248} {singt|#249} in der Nähe des Fensters.;;true;true
545;13;La {mésange|#240} {mange|#244} des {graines|#243}.;Die {Meise|#241} {frisst|#245} {Körner|#242}.;;true;true
546;13;Une {coccinelle|#238} {s’est posée sur|#172} mon pull.;Ein {Marienkäfer|#239} {hat sich auf|#174} meinen Pullover {gesetzt|#174}.;;true;true
547;13;La {martre|#237} {vit|#235} dans la {forêt|#232}.;Der {Marder|#234} {lebt|#236} im {Wald|#233}.;;true;true
548;13;Un {moineau|#185} {picore|#186} des {miettes|#187}.;Ein {Spatz|#188} {pickt|#189} {Krümel|#190}.;;true;true
549;13;Il y a de la {mousse|#228} sur les {pierres|#229}.;Auf den {Steinen|#230} ist {Moos|#231}.;;true;true
550;13;On {va analyser|#150} ce {jeu de données|#151}.;Wir {werden|#153} diesen {Datensatz|#152} {analysieren|#153}.;;true;true
551;13;La {chouette|#144} {vole|#145} {sans bruit|#146}.;Die {Eule|#147} {fliegt|#148} {lautlos|#149}.;;true;true
552;13;Le {hibou|#140} a de grands {yeux|#141}.;Der {Uhu|#142} hat große {Augen|#143}.;;true;true
553;14;Je vais chez mon {médecin généraliste|#211}.;Ich gehe zu meinem {Hausarzt|#212}.;;true;true
554;14;Cela a {déclenché|#213} une réaction.;Das hat eine Reaktion {ausgelöst|#214}.;;true;true
555;14;Il a écrit la lettre {à la main|#216}.;Er hat den Brief {von Hand|#215} geschrieben.;;true;true
556;14;J’ai regardé un {album photo|#253}.;Ich habe ein {Fotoalbum|#254} angeschaut.;;true;true
557;14;Elle va {transcrire|#255} le texte.;Sie wird den Text {transkribieren|#256}.;;true;true
558;14;J'écris avec un {stylo bille|#257}.;Ich schreibe mit einem {Kugelschreiber|#258}.;;true;true
559;14;Il préfère écrire avec un {stylo plume|#259}.;Er schreibt lieber mit einem {Füller|#260}.;;true;true
560;14;Il a mis de l’encre dans l’{encrier|#261}.;Er hat Tinte in das {Tintenfass|#262} getan.;;true;true
561;14;Son {écriture manuscrite|#263} est difficile à lire.;Seine {Schreibschrift|#264} ist schwer zu lesen.;;true;true
562;14;Il écrit en {caractères d’imprimerie|#265}.;Er schreibt in {Druckbuchstaben|#266}.;;true;true
563;15;Les {petits-enfants|#307} aiment écouter les histoires de leur grand-mère.;Die {Enkelkinder|#308} hören gern die Geschichten ihrer Großmutter.;;true;true
564;15;Chaque {élève|#345} doit écrire son nom en {lettres majuscules|#344}.;Jeder {Schüler|#346} muss seinen Namen in {Großbuchstaben|#343} schreiben.;;true;true
565;15;Le professeur demande aussi d’utiliser des {lettres minuscules|#341}.;Der Lehrer verlangt auch, {Kleinbuchstaben|#342} zu verwenden.;;true;true
566;15;Nous avons commencé à utiliser une {tablette|#339} en classe.;Wir haben angefangen, ein {Tablet|#340} im Unterricht zu benutzen.;;true;true
567;15;Mon fils va à l’{école primaire|#337} près de chez nous.;Mein Sohn geht in die {Grundschule|#338} in unserer Nähe.;;true;true
568;15;Après {le collège|#333}, elle veut aller au {lycée|#336}.;Nach der {Mittelschule|#334} möchte sie auf das {Gymnasium|#335} gehen.;;true;true
569;15;Il fait des {études de droit|#331} à l’université.;Er studiert {Jura|#332} an der Universität.;;true;true
570;15;Je dois {me concentrer sur|#330} ce problème.;Ich muss mich {auf|#329} dieses Problem {konzentrieren|#329}.;;true;true
571;15;Les mathématiques sont {une matière|#327} difficile pour lui.;Mathematik ist für ihn ein schwieriges {Fach|#328}.;;true;true
572;15;Demain, nous avons une {interrogation écrite|#325}.;Morgen haben wir einen {schriftlichen Test|#326}.;;true;true
573;15;Vendredi, il y a un {devoir sur table|#323} en histoire.;Am Freitag gibt es eine {Klassenarbeit|#324} in Geschichte.;;true;true
574;15;À la fin de l’année, nous passons un {examen|#102} important.;Am Ende des Jahres machen wir eine wichtige {Prüfung|#104}.;;true;true
575;15;J’utilise {un protège-cahier|#317} pour protéger mon cahier.;Ich benutze einen {Heftumschlag|#318}, um mein Heft zu schützen.;;true;true
576;15;J’achète souvent des livres {d’occasion|#315} pour {économiser de l’argent|#319}.;Ich kaufe oft {gebrauchte|#316} Bücher, um {Geld zu sparen|#320}.;;true;true
577;15;Les enfants écrivent sur une {ardoise|#311} avec un {crayon d'ardoise|#312}.;Die Kinder schreiben auf einer {Schiefertafel|#313} mit einem {Griffel|#314}.;;true;true
578;15;Nous allons {commencer à|#305} travailler maintenant.;Wir werden jetzt {anfangen zu|#306} arbeiten.;;true;true
579;15;Il faut {élargir|#302} la route.;Man muss die Straße {verbreitern|#301}.;;true;true
580;15;Cette entreprise a {fait faillite|#299} l’année dernière.;Diese Firma ist letztes Jahr {pleite gegangen|#300}.;;true;true
581;15;{Avec le recul |#297}, je comprends mieux cette décision.;{Im Nachhinein|#298} verstehe ich diese Entscheidung besser.;;true;true
582;15;La {fenêtre|#303} est {embuée|#295} à cause du froid.;Das {Fenster|#304} ist wegen der Kälte {beschlagen|#296}.;;true;true
583;15;Le {brouillard|#293} rend la route dangereuse.;Der {Nebel|#294} macht die Straße gefährlich.;;true;true
584;15;La voiture doit {reculer|#291} pour sortir.;Das Auto muss {zurückfahren|#292}, um herauszukommen.;;true;true
585;15;Il utilise un [{flang|#287}|{lance-pierre|#288}] pour tirer des petites pierres.;Er benutzt eine [{Flitsche|#289}|{Steinschleuder|#290}], um kleine Steine zu schießen.;;true;true
586;15;Elle veut {militer|#283} pour la {protection de l’environnement|#284}.;Sie möchte {sich für|#285} den {Umweltschutz|#286} {engagieren|#285}.;;true;true
